address, token_allocation
tz1MecDJoy514PR8aYqAu8Wdz5StX4iXY8AW, 453.1722054380665
tz1MGG4inpLtsuWe2WtK1G89bpeSM36t2YP2, 604.2296072507553
tz1MhrfFCm1d31BQC7BEHibyogXci2D8nAtd, 151.05740181268882
tz1MjfmzHTLq5oJUx1FgkxSHFfhbetiknSqR, 604.2296072507553
tz1MmbcQQDP8wFSiBU4qm6xAYW3nzTLduCdg, 302.11480362537765
tz1ModnzoHjjVaKTReeQUQviaTx38fNe7Cxa, 604.2296072507553
tz1MoSc51WX2oLDSFiD44x8yieKVZrr6CzqN, 151.05740181268882
tz1MqBmTktQuYq1db4WWPovah8QdYFX34coB, 151.05740181268882
tz1Mrmh6eqh69hgeCXCCUtSaR8THWd9FFHnb, 151.05740181268882
tz1MrZQhiNiHK14oEq595DLsVQ9wC4Nv2ZXW, 151.05740181268882
tz1MstraWa1kkCRoGRYpYEtMncugi99rUx2H, 151.05740181268882
tz1MT9A2Fhs6PwsUXtYgVUxGNxHeuHX93sr8, 453.1722054380665
tz1MToDUySbYhPabULUyDPPsfDQF1cpZPdoH, 151.05740181268882
tz1Mw1ciFo72KMrpHbayY6hYyGwa85ZB6tqt, 453.1722054380665
tz1Mw3csUeeC87HzzShrFzLr4vmmQg3tWMsj, 151.05740181268882
tz1MXhttCeSJYpF3QRmPkMLCfNZaVufEuJmJ, 302.11480362537765
tz1N2YQowzNfW94YVPiFZVHXHcD6p19yUvZN, 151.05740181268882
tz1N4Q2BLS4sYvKCoM5XxFAEL1yoEY8TSS7j, 151.05740181268882
tz1Na5huiaV3a12iSqDs5Rjib6PVq5xt4jQH, 151.05740181268882
tz1NaaW8HM3Msa19ssPo5ftDTAvrs7ifUDtr, 151.05740181268882
tz1Nam6uqEyB6mZAK8hrRzJVrw3GEi6khixC, 151.05740181268882
tz1NdDuJjKUPN4knT3J1S5CQ44gP362RU5NF, 151.05740181268882
tz1NDSU6ptm2ozgvZ43kQNB97ZCg61TGeX3P, 151.05740181268882
tz1NGQWcfuY9WfZmPjwjn2Vy3kbAcNLtFqhQ, 151.05740181268882
tz1NhLfGEpY3LzwcwU6hUYGp52cHiBKZqnXK, 604.2296072507553
tz1NiraRNtWgpXyyxopRTk2a7Py9oKFdrgkB, 755.2870090634441
tz1NiySfCtftUyATTNu3cN2adQxQHjq7JUeM, 453.1722054380665
tz1NjmqjVryyamcC5DJ2KYeZn9rD25nARe7D, 151.05740181268882
tz1NkFRjmkqqcGkAhqe78fdgemDNKXvL7Bod, 755.2870090634441
tz1NkGJR1x59KMwfLr2a8bAqDYSm4WeDjeui, 302.11480362537765
tz1NL14EZjUmY9eEdk1ejyACEaTuwVGVKEeU, 302.11480362537765
tz1NLriYQcLzyDqvd1PR6uQcYaiUv7wvCn3C, 302.11480362537765
tz1NNJ5yutMQ7JgpGKL8t1DhzxBuhRqEzNHi, 151.05740181268882
tz1NnwnAGP4boF1UMSJ6JzvJGVnmpcNtybrQ, 151.05740181268882
tz1No2sPXo5iWB34Kx1c352pATHg6xgt8nLs, 151.05740181268882
tz1NoV2nnTuxavEAuozNyHm4nqT3qtkYUNYW, 302.11480362537765
tz1NpaSh5FzvsqVCEcLDtfexYyYELz9ys1m7, 453.1722054380665
tz1NPu5aFQ12P3KGhBGgt7G79SAgVj2Skkn1, 453.1722054380665
tz1Nr91ko7YdsazPKrnaogvRN8yE83NsYote, 151.05740181268882
tz1NS4ZXnzYBPJpspW2svbqdjGsgBsGZchzV, 151.05740181268882
tz1NufWtpqS3nfR8VW1xFyWq4GWqb969keeR, 453.1722054380665
tz1NW1MMFL3jytxBjhx1qATMJyY47vLBMa4p, 151.05740181268882
tz1P1hET8sJEQELty7s7ubGdKKjCbNDoKGAJ, 151.05740181268882
tz1P4owaJWbeXsuqGSvggi3imzR2mJDpyxTV, 453.1722054380665
tz1P7A3YFgeSsGgopKN9vUU86W3psgTMdtcJ, 151.05740181268882
tz1P8QiaHp2NeBQdtvi9Co3uB7iL5Myox46D, 302.11480362537765
tz1P9evKJAn7YLjckZVG4qLFRYNU1GZhgs1h, 604.2296072507553
tz1PB27kbPL64MWYoNZAfQAEmzCZFi9EvgBw, 151.05740181268882
tz1PBTP8LUf4TRE9tLjZyRFS9jZj4n8yR4jW, 151.05740181268882
tz1PFaBHa9eipGtv14rHMG7QCkZMGmXEwLcS, 604.2296072507553
tz1PhkwZmw5LC1KoYaM2JzqvKBZ742JErF5i, 151.05740181268882
tz1PiqQmCNCa1M7uykv4pvcuFFgfQo6f27cP, 302.11480362537765
tz1PkhtL92gsaK2rjwMQRWEZ7YHpSvX7khyh, 604.2296072507553
tz1PMB2EKqwkD2NDuf9tvdqhEjhBy3pBGQKX, 604.2296072507553
tz1PnbhBb2TV4tJjX1BpAScx8rPk2YAcc5VD, 151.05740181268882
tz1PQDUDph7dDCn8pLGXqaR79DiUWLiSZdEf, 604.2296072507553
tz1PrdiHD3Ys28bHXVGXQ3VbiLAChe58bzt1, 453.1722054380665
tz1PrecMTmNArbdvQxtZLUVUBT8rcC86dKZC, 302.11480362537765
tz1PTiQ6aPZB9oxB5aMGNxWAEeezUok4sEuE, 151.05740181268882
tz1PTJETGZGgetWYioD9wdwqX6FSkJ2DewWQ, 151.05740181268882
